ID;Nom startup;description fr;description en;web;creation;Dirigeants;Nbr employes;employeesref;Code postal;Région;Logo;A levé des fonds;Souhaite levé des fonds;Récompensé;enregistré le;Id video youtube;internationale;Pays;facebook;twitter;linkedin;type;filter_types_1;filter_types_2;filter_types_3;filter_clients_1;filter_clients_2;filter_clients_3;filter_clients_4;filter_clients_5;filter_clients_6;filter_services_1;filter_services_2;filter_services_3;filter_services_4;filter_services_5;filter_services_6;filter_services_7;filter_services_8;filter_services_9;filter_secteurs_1;filter_secteurs_2;filter_secteurs_3;filter_tech_1;filter_tech_2;filter_tech_3;filter_tech_4;filter_tech_5;filter_tech_6;filter_tech_7;filter_tech_8;filter_tech_9;filter_tech_10;filter_tech_11;filter_tech_12;filter_tech_13;users_1;users_2;users_3;users_4;users_5;users_6;users_7;users_8
435;Jedha Bootcamp;Nous sommes un Bootcamp de formation en Data Sciences. notre but étant de démocratiser cette discipline très appréciée par les recruteurs, nous proposons 2 programmes : un programme Fondamentaux pous acquérir un socle de compétences en Data puis un programme de Maîtrise pour devenir Data Scientist.;Jedha is a Data Science bootcamp. Our goal is to make Data Science more accessible to everyone, given the popularity of this field amongst employers. We offer 2 programs : one acquire the Fundamentals of Data Science, and the other one to become an Expert in Data and to get a job as a Data Scientist.;https://jedha.co/;2017;Antoine Krajnc;1-5;;75003;IDF;uploads/logo/1541594896.png;1;1;0;2018-11-07 13:48:16;Non malheureusement, mais elle arrive pour bientôt !;0;France;https://www.facebook.com/jedhaBootcamp;https://twitter.com/BootcampJedha;https://www.linkedin.com/school/jedhabootcamp/;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;;Services publics ou associations;;;;Formation à des compétences techniques;;;;;Orientation et Insertion Professionnelle;;;;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;;;;Social media / outils de collaboration;;;;;;;;;;;;;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
438;REDIRE;"REDIRE propose du soutien scolaire en visioconférence, en maths, physique, anglais et français avec des profs assistés en temps réel par un moteur de parcours personnalisés : Leçons et exercices adaptés pour chaque élève. 

Parce que les besoins d'accompagnement varient en fonction de la période dans l'année, nous permettons à nos élèves de prendre un nombre d'heures de cours illimités sous formes de forfaits mensuels fixes entre 100 et 200€/mois.

Afin de couvrir tous les profils, REDIRE adresse 4 segments d'élèves :
- les élèves autonomes ;
- les élèves ayant besoin d'être pris par la main ;
- les élèves devant acquérir de la méthodologie dans leur travail ;
- et enfin ceux qui ont besoin de gagner en autonomie.

REDIRE cible donc les 40% des 12 millions de jeunes en difficulté ou très grande difficulté scolaire dans toutes les régions de France, là où les offres classiques sont inopérantes.";"REDIRE offers tutoring in videoconference, math, physics, English and French with teachers assisted in real time by a personalized course engine: Lessons and exercises adapted for each student.

Because support needs vary depending on the time of year, we allow our students to take an unlimited number of hours of classes in the form of fixed monthly packages between 100 and 200 € / month.

In order to cover all profiles, REDIRE addresses 4 segments of students:
- autonomous students;
- students needing to be taken by the hand;
- students to acquire methodology in their work;
- and finally those who need to gain autonomy.

REDIRE therefore targets 40% of the 12 million young people in difficulty or very difficult school.";www.redire.fr;2015;"Guillaume (CEO), 
Roger (COO), 
Sylvain (CTO), 
Luc (Resp Pédagogique)
Nadia (Resp commerciale)";21-40;;92200;IDF;uploads/logo/1542153786.png;0;1;0;2018-11-14 01:03:06;;1;Belgique , Cameroun , Mayotte , République Démocratique du Congo , France , Guyane Française , Polynésie Française , Côte d'Ivoire , Madagascar , Mali;https://www.facebook.com/sosredire/;https://twitter.com/Redire_Fr;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;;Services publics ou associations;;;;Formation à des compétences techniques;Formation académique;Services aux familles et étudiants;;;Orientation et Insertion Professionnelle;;Scolaire & parascolaire;;;;;;Adaptive learning;;;;;;;;;;;Élèves du CP à la terminale;Étudiants;;;Particuliers;;
439;BEECOME;"L'éducation est le futur.
Beecome est une plateforme collaborative, centralisant l’ensemble des outils utilisés par les écoles et leurs étudiants.
Créé par des professionnels de l’éducation, Beecome est un outil agile, évolutif, destiné à répondre aux enjeux de l’enseignement supérieur.
C’est un outil au service de la communication et de la pédagogie au sein d’une ou plusieurs écoles.";"Education is the future.
Beecome is a collaborative platform, centralizing all the tools used by schools and their students.
Created by educational professionals, Beecome is an agile, scalable tool designed to meet the challenges of higher education.
It is a tool at the service of communication and pedagogy within one or more schools.";https://www.beecome.io/;2015;"John-Edwin Graf
Mathilde Dahlia Bellaïche";6-10;;93100;IDF;uploads/logo/1542310590.png;1;1;0;2018-11-15 20:36:30;tSw9x8nGXHk;0;France;https://www.facebook.com/Beecome-888634884549448/;https://twitter.com/Beecome_io;https://www.linkedin.com/company/beecome-io/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;;Autres;Outils de gestion pour enseigner et former;Formation à des compétences numériques;;Formation académique;;;;;;;Enseignement Supérieur;Formation tout au long de la vie;;;Solutions de distribution;Adaptive learning;Learning Management System / CMS;Social media / outils de collaboration;;;;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;;
441;IRIS TECHNOLOGIES;Edition de solution logicielle d'administration et de sécurisation des réseaux informatiques éducatifs et scolaires.;Software solution for managing and securing educational and school computer networks.;http://www.kwartz.com;1992;DEVRED Emile/ MIND IN BOX (Holding);6-10;;59110;HDF;uploads/logo/1542898467.png;0;0;0;2018-11-19 15:18:25;;0;France;en construction;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;;;;Outils de gestion pour enseigner et former;;;;;;;;Autres;Scolaire & parascolaire;Enseignement Supérieur;;;;;;;;;Technologies de back / middle office, connections;;Supports / équipements;;;Autres;;Élèves du CP à la terminale;;;Établissement et professionnels de l'enseignement;;;
442;Snappet France;Aider les élèves (CE1-CM2) à acquérir et consolider les compétences fondamentales plus rapidement en les rendant plus autonomes et motivés.;Help pupils (7 to 11 years old) acquire and master basic skills (maths and language) quicker and develop their autonomy and motivation.;www.snappet.fr;2015;Gregory Nelson (Directeur Général / Fondateur);1-5;;75008;IDF;uploads/logo/1542637312.jpg;0;0;0;2018-11-19 15:21:52;;1;France , Allemagne , Italie , Pays-Bas , Espagne;https://www.facebook.com/snappetfrance;https://twitter.com/SnappetFrance;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;;;Outils de gestion pour enseigner et former;;;;Services aux familles et étudiants;Activités extra-scolaires et développement personnel;;;;Scolaire & parascolaire;;;Contenus innovants;Serious game / learning apps;;Adaptive learning;Learning Management System / CMS;;;;;;;;;;Élèves du CP à la terminale;;;;;;
443;adesoft;adesoft est éditeur des solutions ade pour concevoir automatiquement et gérer de manière assistée les emplois du temps, les présences ainsi que toute la logistique de formation aussi bien pour l'enseignement supérieur et la formation continue.;"At the core of your HRIS, adesoft is a constraint-based scheduling software editor which plans, simulates and organizes
basic and advanced training, timetables and manage students attendance tracking and resources booking.";www.adesoft.com;2011;"Benjamin Bartel
David-Philip Labédays
Florian Vernet
Florence Pelard";11-20;;75002;IDF;uploads/logo/1542705214.jpg;0;0;0;2018-11-20 10:13:34;;1;Belgique , Brésil , Canada , France , Maroc , Royaume-Uni , États-Unis;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;;Autres;Outils de gestion pour enseigner et former;;;;;;;;Autres;;Enseignement Supérieur;Formation tout au long de la vie;;;;;;;;Technologies de back / middle office, connections;;;;;Autres;;;Étudiants;;Établissement et professionnels de l'enseignement;;;
444;Plume;Nous proposons aux enfants dès 8 ans de progresser en écriture en participant à la rédaction d'histoires originales. L'enfant reçoit le début d'un récit et doit en écrire la suite pour accéder au chapitre suivant. A la fin, ses écrits sont corrigées par des professionnels de l'éducation qui veillent à valoriser ses réussites.;"Plume is a web app which promotes creative writing in french for kids for eight to eleven years old. Thanks to the app, the kid develops an innovating, fun and formative approach to writing.
The app is simple : children read the beginning of a story and write a text to unlock the next chapter. His contribution is corrected by a French teacher, who gives him advices to improve his level";https://www.plume-app.co/;2018;Dirigeants : Aude Guéneau (CEO), Benjamin Thouverez (conseiller stratégique), Laurence Joly (Directrice artistique).;1-5;;78800;IDF;uploads/logo/1542796935.jpg;1;0;1;2018-11-21 11:42:15;https://www.youtube.com/watch?v=U8M9alpxL9E&t=14s;1;Belgique , France;https://www.facebook.com/plumeapp/;https://twitter.com/app_plume;https://www.linkedin.com/in/aude-gu%C3%A9neau-187255156/?originalSubdomain=fr;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;;;;;;;Formation académique;;;;;;Scolaire & parascolaire;;;Contenus innovants;Serious game / learning apps;;;;;;;;;;;;;Élèves du CP à la terminale;;;Établissement et professionnels de l'enseignement;;;
445;EduFactory;Création de solutions de formation digitale sur-mesure;We provide bespoke digital learning solutions;www.edufactory.com;2010;"Alexandre Lect : Président /
Laurent Bernier : Directeur de la Production /
Denis Jacquet : Fondateur /";21-40;;69530;ARA;uploads/logo/1544028534.png;0;1;0;2018-12-05 09:15:27;;0;France;https://www.facebook.com/EduFactory/?fref=ts;https://twitter.com/_edufactory_?lang=fr;https://www.linkedin.com/company/edufactory/;Start-up/PME;;Start-up/PME;;;Entreprises;;Organismes de formation;Services publics ou associations;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;Formation à des compétences techniques;Formation académique;;;Services pour publics à besoins éducatifs particuliers ;Orientation et Insertion Professionnelle;Autres;Scolaire & parascolaire;Enseignement Supérieur;Formation tout au long de la vie;;Serious game / learning apps;;Adaptive learning;Learning Management System / CMS;;;;Blended learning;Supports / équipements;Réalite virtuelle / augmentée;IoT / digital school places;Autres;;;;;Établissement et professionnels de l'enseignement;;Individus en emploi;
446;TuttiStori;Tuttistori développe un logiciel adapté pour les enfants entre 4 et 11 ans et des ateliers de créativité leur permettant d'écrire et d'éditer leurs histoires. Visant la collaboration internationale, des écoles distantes peuvent travailler sur un projet d'écriture commun multiculturel. Passionnée, notre équipe transmet des valeurs comme le partage, la découverte et le développement des enfants autour du récit et des technologies numériques et immersives.;"TuttiStori develops a user-friendly application made for children, as well as creativity workshops allowing kids between 4 and 11 years old to write their own stories. 
Aiming a multicultural collaboration, these workshops can be executed between distant schools in order to elaborate a common writing project, with different languages option. Our values are : Sharing, creating and getting children acquainted with digital and immersive technologies.";https://www.tuttistori.com;2018;Dirigeant Cyril Spasevski, Associés Jonathan Claude, Samiha El Houssaini, Julien Chateau;1-5;;75014;IDF;;0;1;0;2018-12-05 13:23:45;;1;France , Polynésie Française , Allemagne , Martinique , Sénégal;https://www.facebook.com/Tuttistori/;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;;Services publics ou associations;;;;;Formation académique;;Activités extra-scolaires et développement personnel;;;;Scolaire & parascolaire;;;;;Solutions de distribution;;;;;;Blended learning;;;IoT / digital school places;;Élèves de maternelle;Élèves du CP à la terminale;;;;Particuliers;;
447;Limouzik SAS;"Limouzik est une application qui transforme tout ordinateur, tablette ou smartphone en un nouvel instrument de musique polyphonique live comme seuls le sont le piano, la guitare, la harpe et l’accordéon. 
L'ensemble des concepts apportés renouvelant les techniques musicales sont innovants 
● représentation et exécution des fondamentales 
● représentation et exécution des accords  
● sélection de note pour les mélodies et parties improvisées. 
Sans solfège et sans apprentissage, Limouzik repose sur des concepts déjà intégrés. +/- 100% de la population est éligible à son l'utilisation avec succès.";"Limouzik is an application that turns any computer, tablet or smartphone into a new polyphonic, live, musical instrument as only are the piano, the guitar and the accordion.
All the concepts for musical practice are innovative.
● representation and execution of the fundamentals.
● representation and execution of chords.
● Selection of melody notes and improvised parts.
No rudiments of music and no initial trainning required, Limouzik is based on already integrated concepts. +/- 100% of the population is eligible for using it successfully.";www.limouzik.com;2016;Michel BRIEU;1-5;;87000;NA;uploads/logo/1549383980.png;0;1;1;2018-12-06 11:32:56;https://www.youtube.com/results?search_query=Limouzik;1;Argentine , Australie , Autriche , Belgique , Brésil , Bulgarie , Canada , Chine , Colombie , Danemark , Finlande , France , Guyane Française , Polynésie Française , Allemagne , Grèce , Hong-Kong , Irlande , Italie , Japon , République de Corée , Luxembourg , Monaco , Pays-Bas , Nouvelle-Zélande , Norvège , Pologne , Réunion , Fédération de Russie , Espagne , Suède , Suisse , Ukraine , Royaume-Uni , États-Unis;https://www.facebook.com/Limouzik/;https://twitter.com/Limouzik;https://www.linkedin.com/in/michel-brieu-39b68b111/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;;;;;Formation à des compétences numériques;;Formation académique;;;;;;Scolaire & parascolaire;;;Contenus innovants;Serious game / learning apps;;;;;;;;;;;;;Élèves du CP à la terminale;;;Établissement et professionnels de l'enseignement;Particuliers;;
449;ARATICE;"Concevoir et inégrer des solutions  afin de proposer des salles numériques ""clefs en main"", autour d'outil audiovisuel, informatique et mobilier";design and install global solution for digital classroom, using IT and furniture 3.0;www.aratice.fr;2010;franck baruch;11-20;;95310;IDF;;0;1;0;2018-12-14 15:02:39;;1;Algérie , France , Maroc;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;;;Outils de gestion pour enseigner et former;;;;;;;;;Scolaire & parascolaire;Enseignement Supérieur;Formation tout au long de la vie;;;;;;;;;;Supports / équipements;;;;Élèves de maternelle;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;;
450;DéjàLu.fr;"Lire est et devrait rester un plaisir, se délecter de ses lectures est essentiel. C’est la vision que nous proposons à notre communauté « Les DéLecteurs ». 

DéjàLu.fr est un réseau social de partage et recommandation de livres dont l’objectif est de renouer avec l’amour de la lecture. 
Découvrez un site ludique et intuitif, trouvez votre prochain livre préféré et partagez vos expériences de lecture avec la communauté.";DéjàLu.fr is a social network for book recommandations and opinions sharing. It was created to help people reconnect with the love of reading. Discover a playful and intuitive website, Find your next favorite book and Share your reading experiences.;https://www.dejalu.fr/;2016;Fati Cherkaoui, Richard Ly et Hicham Laasri.;1-5;;75016;IDF;;0;1;0;2018-12-14 17:00:03;;;France;https://www.facebook.com/DejaLu.fr/;https://twitter.com/DejaLu_fr;https://www.linkedin.com/company/d%C3%A9j%C3%A0-lu/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;;Services publics ou associations;;Outils de gestion pour enseigner et former;;;;;;;;Autres;Scolaire & parascolaire;Enseignement Supérieur;;Contenus innovants;;;;;Social media / outils de collaboration;Plateforme d'agrégation et distribution de services;;;;;;;;;Étudiants;;Établissement et professionnels de l'enseignement;Particuliers;;
452;26 Academy;"26 Academy est un organisme de formation 100% E-LEANING. Nous proposons des formations essentiellement dans le domaines du digital telles que :
Scrum Master, Product Owner, Expert Devops, Itil, Prince2, Big Data et encore pleins d'autres...
Tout l'encadrement d'une formation en salle, chez vous !";"26 Academy is a 100% E-LEANING training organization. We offer training mainly in the digital domain:
Scrum Master, Product Owner, Expert Devops, Itil, Prince2, Big Data and many more ...";https://www.26academy.com/;2017;"Nathaniel Trojman
David Trojman";11-20;;92200;IDF;uploads/logo/1545390063.png;0;1;0;2018-12-21 12:01:03;https://www.youtube.com/watch?feature=youtu.be&v=pIvtVtCWEtk;;France;https://www.facebook.com/26academy/;;;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;Organismes de formation;;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;Formation à des compétences techniques;;;;;Orientation et Insertion Professionnelle;;;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;Solutions de distribution;;Learning Management System / CMS;Social media / outils de collaboration;;;Blended learning;Supports / équipements;;;;;;;Apprentis et étudiants en voie professionnelle;;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
453;Bits to Parts;La mission de Bits to Parts est d'enseigner les nouveaux outils de la fabrication numérique (design thinking, modélisation 3d, impression 3d, etc) pour permettre aux créateurs de matérialiser leurs idées au plus vite et au mieux.;Our mission at Bits to Parts is to teach the latest digital fabrication tools (design thinking, 3d modeling, 3d printing, etc) in order to help materialize creator's ideas faster and better.;https://www.bits-to-parts.com;2015;Nicolas Grimmer.;1-5;;75018;IDF;uploads/logo/1546436303.png;0;0;0;2019-01-02 14:38:23;;;France;;;https://www.linkedin.com/in/nicolas-grimmer-46268b11/;Start-up/PME;;Start-up/PME;;;Entreprises;;Organismes de formation;;;;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;;;;;;;;;;IoT / digital school places;;;;Étudiants;;Établissement et professionnels de l'enseignement;;Individus en emploi;
454;Blabook;Enrichir le vocabulaire des enfants de 18 mois à 4-5 ans grâce à des imagiers numériques personnalisables et adaptés à leur environnement et faciliter la mémorisation des mots en jouant aux jeux proposés.;Improve the vocabulary of toddlers aged 18 mo to 4-5 yo thanks to digital picture books that can be customised according to the user's environment. Memorisation is made easier through playing the Blabook's games.;https://www.blabook.net/;2018;Nicolas Hess;1-5;;75008;IDF;uploads/logo/1546531669.png;0;0;0;2019-01-03 17:07:49;https://www.youtube.com/watch?v=61skTDio7f4;;France;https://www.facebook.com/Blabook.france/?ref=bookmarks;https://twitter.com/Blabook_France;https://www.linkedin.com/company/blabook;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;;;;;;;;;;;;Autres;Scolaire & parascolaire;;;;Serious game / learning apps;;;;;;;Blended learning;;;;;Élèves de maternelle;;;;Établissement et professionnels de l'enseignement;Particuliers;;
456;T-LIPPS;Création de solutions digitales innovantes pour la formation des enseignants;Creation of innovative digital solutions for teacher training;http://www.t-lipps.com;2018;Jordane Pâquet et Frédéric Delahalle;1-5;;95360;IDF;;0;1;0;2019-01-09 16:06:23;;;France;https://www.facebook.com/TLIPPSInnov;https://twitter.com/tlipps_innov;https://www.linkedin.com/company/t-lipps;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;;Services publics ou associations;;;;Formation à des compétences techniques;Formation académique;;;;Orientation et Insertion Professionnelle;;;Enseignement Supérieur;Formation tout au long de la vie;;Serious game / learning apps;;;;;;;;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
457;La Capsule;La Capsule est un coding Bootcamp, une école de formation au code informatique. L'école propose des programmes pendant lesquels les élèves apprennent à coder des sites web et des applications mobiles de façon intensive et pratique.  L’objectif est de donner aux gens les briques techniques nécessaires pour prototyper, coder et piloter une appli Web ou Mobile et les rendre autonomes techniquement. A La Capsule, nous avons à cœur d’offrir à nos élèves une parenthèse de vie, une expérience pédagogique et humaine unique et riche!;La Capsule is a coding Bootcamp, a computer code training school. The school offers programs in which students learn to code websites and mobile applications in an intensive and practical way. The goal is to give people the technical skills needed to prototype, code and drive a Web or Mobile app and make them technically autonomous. At La Capsule, we are committed to offering our students a parenthesis of life, a unique and rich educational and human experience!;https://lacapsule.academy;2016;Marlene ANTOINAT et Noel PAGANELLI;1-5;;75002;IDF;uploads/logo/1547243740.png;0;0;0;2019-01-11 22:55:40;tyhSF0fwUJ4;;France;https://www.facebook.com/lacapsule.academy/;https://twitter.com/lacapsuleecole?lang=fr;https://www.linkedin.com/school/la-capsule-academy/?originalSubdomain=fr;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;;;;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;;Formation tout au long de la vie;;;;;Learning Management System / CMS;;;;Blended learning;;;;;;;;;;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
458;AGYLOS;MathsParachute propose des applications pour un apprentissage ludique des mathématiques au collège.;MathsParachute offers applications for a fun learning of mathematics in middle school;mathsparachute.com;2016;Pierre Navarre;1-5;;92190;IDF;;0;0;0;2019-01-14 15:27:35;;;France;;;;Start-up/PME;;Start-up/PME;;;;Particuliers;;;;;;;Formation académique;;;;;;Scolaire & parascolaire;;;Contenus innovants;;;;;;;;;;;;;;Élèves du CP à la terminale;;;;;;
459;Encyclopaedia Universalis;Éditeur et créateur de ressources numériques éducatives;Publisher and creator of digital educational resources;http://www.encyclopaedia-universalis.fr/;1968;"Hervé Rouanet - Directeur général
Amélie Walter - Directrice Commercial et Marketing";21-40;;92100;IDF;uploads/logo/1547582587.jpg;0;0;0;2019-01-15 21:03:07;_8YmRoO8QFU;1;Algérie , Belgique , Canada , France , Luxembourg , Monaco , Maroc , Roumanie , Suisse , Tunisie;https://www.facebook.com/Universalis-Education-987971061342779/;https://twitter.com/universalisfr;https://www.linkedin.com/company/encyclopaedia-universalis/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;;;Autres;;;;Formation académique;Services aux familles et étudiants;;;;;Scolaire & parascolaire;Enseignement Supérieur;;Contenus innovants;;;;;;Plateforme d'agrégation et distribution de services;;;;;;Autres;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;Particuliers;;
460;Baguette Academy;Faciliter l'accès à la formation sur les métiers de bouche pour un public de professionnels à l'International grâce au digital learning;"We support food companies, Food training centers and Fchains to implement digital learning solutions ; tailor made contents, personnalized LMS,  licencing of our online course catalogues, Training
Our expertises are focused on crafts & Food jobs (with a proof of concept in Bakery), Blended learnings, multilingual";www.baguetteacademy.com/en;2016;Emmanuel Tertrais;1-5;;69005;ARA;uploads/logo/1547646743.png;1;1;1;2019-01-16 14:52:24;https://www.youtube.com/watch?v=57IVLGKQcnQ;1;Chili , France , Pérou , Émirats Arabes Unis;https://www.facebook.com/BaguetteAcademy/;@BaguetteAcademy;https://www.linkedin.com/company/baguette-academy/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;;;;;Formation à des compétences techniques;;;;;Orientation et Insertion Professionnelle;;;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;;;;;;;Blended learning;;;;;;;;Apprentis et étudiants en voie professionnelle;;;Individus en emploi;Individus en reconversion ou sans emploi
461;SchoolMouv;Permettre aux élèves d'atteindre leur plein potentiel en leur proposant un accompagnement scolaire adapté et efficace! SchoolMouv leur permet de reprendre leurs cours en vidéos, avec des fiches, des quiz et des exercices. Déjà 1 million d'élèves ont rejoint notre solution.;Our mission is to help kids reach their full potentiel thanks to a great educational tool. SchoolMouv allows students to study through amazing videos, text lessons, quizz and exercices. Already 1 million students use SchoolMouv.;https://www.schoolmouv.fr/;2013;Shannon Picardp;21-40;;31000;OCC;uploads/logo/1548256606.png;1;0;1;2019-01-23 16:16:46;;;France;;https://twitter.com/SchoolMouv;;Start-up/PME;;Start-up/PME;;;;Particuliers;;;;;;;Formation académique;;Activités extra-scolaires et développement personnel;;;;Scolaire & parascolaire;;;Contenus innovants;Serious game / learning apps;;;;;;;;;;;;;Élèves du CP à la terminale;;;;Particuliers;;
462;Groupe Adiona;Nous avons pour vocation d’aider les étudiants à s’épanouir au cours de leurs études en les accompagnant dans tous leurs projets notamment à l’international;Our aim is to help students to broaden their educational experience by supporting them in their plans, both domestically and internationally;http://www.groupe-adiona.com;2009;Yves Perret;21-40;;13770;PACA;;1;0;0;2019-01-24 02:21:24;AKsW_gApAJs;;France;;;https://www.linkedin.com/in/yvesperret/;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;;;;;;;Formation académique;;;;Orientation et Insertion Professionnelle;;Scolaire & parascolaire;Enseignement Supérieur;;;;Solutions de distribution;;;;Plateforme d'agrégation et distribution de services;;;;;;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;;;;
463;On train;Formation marketing digital en blended learning;Digital marketing training with a blended learning methodology;www.on-train.com;2018;Benoit de La Porte;1-5;;75018;IDF;uploads/logo/1548944648.png;0;0;0;2019-01-24 18:48:49;;0;France;https://www.facebook.com/On-train-2750685791823272;;https://www.linkedin.com/in/benoit-de-la-porte-22991669/;Start-up/PME;;Start-up/PME;;;Entreprises;;;;;;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;;Formation tout au long de la vie;;;;;Learning Management System / CMS;;;;Blended learning;;;;;;;;;Établissement et professionnels de l'enseignement;;Individus en emploi;
464;Les Sherpas;Les Sherpas est la première Marketplace de cours particuliers individuels en ligne pour les élèves du Lycée et du Supérieur en France. Nous sommes aussi un média étudiant pour les étudiants, avec des conseils de méthodes, organisation et motivation.;Les Sherpas is aiming to become an European leader in online tutoring, as well as an educational media for students in high school and university.;www.les-sherpas.co;2017;"Etienne Porche (CEO)
William Mievre (COO)
Daniel Saadia (CTO)";1-5;;75016;IDF;uploads/logo/1548670205.png;1;1;0;2019-01-28 11:10:05;;;France;;;;Start-up/PME;;Start-up/PME;;;;Particuliers;;;;Outils de gestion pour enseigner et former;;;Formation académique;Services aux familles et étudiants;;;;;Scolaire & parascolaire;Enseignement Supérieur;;;;;;;Social media / outils de collaboration;Plateforme d'agrégation et distribution de services;Technologies de back / middle office, connections;;;;;;;Élèves du CP à la terminale;Étudiants;;;Particuliers;;
465;TrouveTaVoie;"Les jeunes prennent des décisions critiques dans les trajectoires qui les mènent des études à l’emploi, sans pour autant disposer des informations pertinentes dont ils ont besoin. L'orientation des étudiants reste, en effet, amplement affectée par les préjugés sociaux, des parcours et débouchés insuffisamment clairs ainsi que la pléthore des informations non décryptées sur le web. Prendre de telles décisions majeures avec des connaissances incomplètes ou médiocres augmente les chances de suivre des parcours peu porteurs sur le marché du travail.
C’est dans ce sens que se situe la raison d’être de TrouveTaVoie, visant de mieux orienter les étudiants du collège à l'emploi, dans une approche objective et précise par l'analyse des données et l'IA, à la fois garantissant un meilleur accès à l'information, humaine, rapprochant l'étudiant du monde de l'entreprise, et recentrant ses efforts sur son développement personnel et professionnel.";"From education options to career pathways, young people often have to make major decisions without necessarily having the relevant information at their disposal.  Flawed or substandard information, one’s social background or even a poor understanding of what comes next should not be grounds for regretful career decisions.
TrouveTaVoie helps students discover their best fit educational program.  Our end-to-end approach uses Data Analytics and Artificial Intelligence to provide students with objective, accurate and simplified access to information.  Our added value lies in providing precise, detailed and up-to-date education to employment trajectories. Supported by objective data and statistics combined to a human approach, users have access to centralised information as well as feedback and can track their development over time.";www.trouvetavoie.io;2018;"Zakaryae BOUDI (CEO)
Mohamed TOUB (CDO)";1-5;;75002;IDF;uploads/logo/1548781333.png;0;1;0;2019-01-29 18:02:13;;;France;https://www.facebook.com/TrouveTaVoieOfficiel/;https://twitter.com/ta_voie;https://www.linkedin.com/company/trouvetavoie;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;Services publics ou associations;;;;;;Services aux familles et étudiants;;;Orientation et Insertion Professionnelle;;Scolaire & parascolaire;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;;;;;;Technologies de back / middle office, connections;;;;;Autres;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;Particuliers;;
